Je charge 202599 images depuis data/celeba/img_align_celeba
  step   600 | G 1.2069 | D 0.9083
  step   700 | G 1.5655 | D 1.0954
  step   800 | G 2.1415 | D 0.8237
  step   900 | G 1.7343 | D 0.8957
  step  1000 | G 1.8976 | D 0.8054
  step  1100 | G 2.5499 | D 0.9918
  step  1200 | G 1.9102 | D 0.7031
  step  1300 | G 2.1414 | D 0.9189
  step  1400 | G 1.2485 | D 0.8517
  step  1500 | G 1.2800 | D 0.8354
Epoch 00038 | G Loss: 1.7972 | D Loss: 0.8987 | Time: 1549.02s
  step   100 | G 1.7585 | D 0.7875
  step   200 | G 1.3926 | D 0.9097
  step   300 | G 1.5051 | D 0.8953
  step   400 | G 1.8232 | D 0.7905
  step   500 | G 2.3357 | D 0.9190
  step   600 | G 1.9195 | D 0.8339
  step   700 | G 1.3742 | D 0.9787
  step   800 | G 2.2244 | D 0.9945
  step   900 | G 1.0928 | D 0.9536
  step  1000 | G 2.1467 | D 0.8198
  step  1100 | G 1.3973 | D 0.9097
  step  1200 | G 1.7687 | D 0.8303
  step  1300 | G 1.6511 | D 0.8090
  step  1400 | G 1.6695 | D 0.8111
  step  1500 | G 1.5169 | D 0.8025
Epoch 00039 | G Loss: 1.8266 | D Loss: 0.8851 | Time: 1549.60s
  step   100 | G 1.7860 | D 0.9000
  step   200 | G 1.7159 | D 0.8818
  step   300 | G 2.1105 | D 0.8157
  step   400 | G 1.4331 | D 0.7637
  step   500 | G 1.7829 | D 0.8110
  step   600 | G 2.1003 | D 0.8216
  step   700 | G 2.2193 | D 0.8009
  step   800 | G 2.4512 | D 0.7345
  step   900 | G 1.9251 | D 0.8021
  step  1000 | G 2.2624 | D 0.8944
  step  1100 | G 1.6806 | D 0.9139
  step  1200 | G 1.8117 | D 0.8183
  step  1300 | G 1.8677 | D 0.9403
  step  1400 | G 2.0846 | D 0.8934
  step  1500 | G 2.2603 | D 0.7902
Epoch 00040 | G Loss: 1.8650 | D Loss: 0.8416 | Time: 1547.68s
  step   100 | G 2.4464 | D 0.9085
  step   200 | G 1.5901 | D 0.8446
  step   300 | G 1.8023 | D 0.7468
  step   400 | G 1.1516 | D 1.2908
  step   500 | G 2.6121 | D 0.9249
  step   600 | G 1.7358 | D 0.8833
  step   700 | G 2.5553 | D 0.8142
  step   800 | G 1.4898 | D 0.8463
  step   900 | G 2.0538 | D 0.7755
  step  1000 | G 2.1909 | D 0.8415
  step  1100 | G 1.6099 | D 1.1151
  step  1200 | G 1.5924 | D 0.8798
  step  1300 | G 2.0084 | D 0.7958
  step  1400 | G 1.6148 | D 0.9423
  step  1500 | G 1.5856 | D 0.8828
Epoch 00041 | G Loss: 1.9105 | D Loss: 0.8471 | Time: 1548.10s
  step   100 | G 1.8965 | D 0.7518
  step   200 | G 1.7729 | D 0.7735
  step   300 | G 2.0332 | D 0.7326
  step   400 | G 1.7161 | D 0.8040
  step   500 | G 1.5116 | D 0.8087
  step   600 | G 1.7650 | D 0.8099
  step   700 | G 1.3912 | D 0.7900
  step   800 | G 2.4307 | D 0.8195
  step   900 | G 1.7386 | D 0.8062
  step  1000 | G 2.2787 | D 0.7559
  step  1100 | G 2.0011 | D 0.8774
  step  1200 | G 1.8386 | D 0.6530
  step  1300 | G 1.7892 | D 1.0953
  step  1400 | G 1.4961 | D 0.9650
  step  1500 | G 1.5795 | D 0.8902
Epoch 00042 | G Loss: 1.9500 | D Loss: 0.8492 | Time: 1548.69s
  step   100 | G 2.0215 | D 0.6262
  step   200 | G 1.7521 | D 0.8359
  step   300 | G 1.7005 | D 0.7480
  step   400 | G 2.4393 | D 0.9172
  step   500 | G 1.7234 | D 0.8011
  step   600 | G 1.9351 | D 0.8331
  step   700 | G 1.5882 | D 0.7425
  step   800 | G 2.2231 | D 0.9172
  step   900 | G 1.9021 | D 0.7445
  step  1000 | G 2.2576 | D 0.6964
  step  1100 | G 1.9155 | D 0.8521
  step  1200 | G 2.1215 | D 0.8616
  step  1300 | G 1.9113 | D 0.7719
  step  1400 | G 1.7362 | D 0.9021
  step  1500 | G 1.7627 | D 0.7332
Epoch 00043 | G Loss: 1.9586 | D Loss: 0.8347 | Time: 1544.78s
  step   100 | G 1.7512 | D 0.9531
  step   200 | G 1.3073 | D 0.8582
  step   300 | G 1.9541 | D 0.7648
  step   400 | G 1.8527 | D 0.7876
  step   500 | G 2.1021 | D 0.6281
  step   600 | G 2.7598 | D 0.8051
  step   700 | G 1.9952 | D 0.8201
  step   800 | G 2.5835 | D 0.6251
  step   900 | G 2.4345 | D 0.8444
  step  1000 | G 2.3053 | D 0.6635
  step  1100 | G 1.6480 | D 0.7808
  step  1200 | G 2.2172 | D 0.7395
  step  1300 | G 2.0176 | D 0.7140
  step  1400 | G 1.8671 | D 0.8208
  step  1500 | G 2.7393 | D 0.9235
Epoch 00044 | G Loss: 2.0272 | D Loss: 0.7937 | Time: 1648.87s
  step   100 | G 1.9067 | D 0.6632
  step   200 | G 2.2105 | D 0.7087
  step   300 | G 1.9252 | D 0.7143
  step   400 | G 2.0406 | D 0.6811
  step   500 | G 1.4827 | D 0.9113
  step   600 | G 1.9655 | D 0.7499
  step   700 | G 2.7453 | D 1.0474
  step   800 | G 2.5632 | D 0.8209
  step   900 | G 2.1234 | D 0.8237
  step  1000 | G 2.4703 | D 0.7572
  step  1100 | G 3.1529 | D 0.8811
  step  1200 | G 2.0500 | D 0.8037
  step  1300 | G 2.1746 | D 0.7192
  step  1400 | G 1.4684 | D 0.7467
  step  1500 | G 1.8885 | D 0.6756
Epoch 00045 | G Loss: 2.0691 | D Loss: 0.8079 | Time: 1631.83s
  step   100 | G 2.4097 | D 0.6988
  step   200 | G 2.0591 | D 0.6971
  step   300 | G 2.9623 | D 0.7974
  step   400 | G 2.1371 | D 0.7422
  step   500 | G 1.8432 | D 0.6969
  step   600 | G 2.4659 | D 0.9306
  step   700 | G 2.4121 | D 0.7833
  step   800 | G 1.8617 | D 0.8315
  step   900 | G 1.6656 | D 0.7151
  step  1000 | G 1.8219 | D 0.8436
  step  1100 | G 1.9259 | D 0.7081
  step  1200 | G 1.7033 | D 0.7576
  step  1300 | G 2.7203 | D 0.8303
  step  1400 | G 1.9721 | D 0.7100
  step  1500 | G 3.6947 | D 0.7294
Epoch 00046 | G Loss: 2.0866 | D Loss: 0.8022 | Time: 1576.79s
  step   100 | G 2.2041 | D 0.6817
  step   200 | G 1.8486 | D 0.6642
  step   300 | G 2.2223 | D 0.6666
  step   400 | G 2.4804 | D 0.6624
  step   500 | G 1.8094 | D 0.7384
  step   600 | G 2.2681 | D 0.7850
  step   700 | G 2.4671 | D 0.5783
  step   800 | G 1.8890 | D 0.6893
  step   900 | G 2.0045 | D 0.8558
  step  1000 | G 2.3999 | D 0.6774
  step  1100 | G 2.6515 | D 0.6002
  step  1200 | G 1.6187 | D 0.6372
  step  1300 | G 1.7524 | D 0.8555
  step  1400 | G 1.6301 | D 0.8947
  step  1500 | G 2.0044 | D 0.7709
Epoch 00047 | G Loss: 2.1337 | D Loss: 0.8029 | Time: 1595.67s
  step   100 | G 2.5033 | D 0.6711
  step   200 | G 2.3277 | D 0.8018
  step   300 | G 1.8878 | D 0.5446
  step   400 | G 1.7942 | D 0.7439
  step   500 | G 2.1314 | D 0.6391
  step   600 | G 2.4962 | D 0.6369
  step   700 | G 2.8123 | D 0.7606
  step   800 | G 2.3154 | D 0.7611
  step   900 | G 2.3313 | D 0.6387
  step  1000 | G 2.0177 | D 0.8782
  step  1100 | G 2.2377 | D 0.6983
  step  1200 | G 2.0874 | D 0.9558
  step  1300 | G 1.9487 | D 0.6486
  step  1400 | G 2.6505 | D 0.7516
  step  1500 | G 2.3614 | D 0.6658
Epoch 00048 | G Loss: 2.1715 | D Loss: 0.7470 | Time: 1570.94s
  step   100 | G 2.1565 | D 0.8419
  step   200 | G 2.5090 | D 0.8809
  step   300 | G 1.9224 | D 0.7188
  step   400 | G 1.9088 | D 1.0027
  step   500 | G 1.9550 | D 0.6524
  step   600 | G 2.3134 | D 0.7064
  step   700 | G 2.0037 | D 0.8786
  step   800 | G 1.8560 | D 0.7085
  step   900 | G 1.7637 | D 0.8084
  step  1000 | G 1.8820 | D 0.7521
  step  1100 | G 2.0314 | D 0.6639
  step  1200 | G 2.2309 | D 0.7031
  step  1300 | G 2.5777 | D 0.7396
  step  1400 | G 2.0649 | D 0.8204
  step  1500 | G 2.3084 | D 0.6652
Epoch 00049 | G Loss: 2.2033 | D Loss: 0.7506 | Time: 1564.46s
  step   100 | G 2.0286 | D 0.8379
  step   200 | G 2.4245 | D 0.7791
  step   300 | G 1.9803 | D 0.8344
  step   400 | G 2.8282 | D 0.7765
  step   500 | G 2.2438 | D 0.7382
  step   600 | G 1.7930 | D 1.0810
  step   700 | G 1.3660 | D 0.7614
  step   800 | G 1.8702 | D 0.9204
  step   900 | G 2.1748 | D 0.6402
  step  1000 | G 1.8756 | D 0.6171
  step  1100 | G 2.7095 | D 0.6512
  step  1200 | G 2.4768 | D 0.6960
  step  1300 | G 1.7855 | D 0.6808
  step  1400 | G 1.9822 | D 0.7405
  step  1500 | G 2.5747 | D 0.6176
Epoch 00050 | G Loss: 2.2363 | D Loss: 0.7556 | Time: 1708.47s

============================================================
Résumé Epoch 00050
============================================================
Moyenne G Loss (derniers 50 epochs): 1.8123
Moyenne D Loss (derniers 50 epochs): 0.8810
============================================================

  step   100 | G 2.2616 | D 0.6705
  step   200 | G 2.1921 | D 0.6114
  step   300 | G 2.1511 | D 0.4978
  step   400 | G 2.6202 | D 0.7047
  step   500 | G 3.0545 | D 0.8561
  step   600 | G 2.1696 | D 0.7027
  step   700 | G 1.8116 | D 0.5936
  step   800 | G 2.1884 | D 0.5717
  step   900 | G 2.6485 | D 0.6858
  step  1000 | G 2.0969 | D 0.7203
  step  1100 | G 2.7974 | D 0.6866
  step  1200 | G 1.7805 | D 0.6868
  step  1300 | G 1.8267 | D 0.6575
  step  1400 | G 1.9480 | D 0.8314
  step  1500 | G 2.2946 | D 0.6393
Epoch 00051 | G Loss: 2.3048 | D Loss: 0.7176 | Time: 1612.94s
  step   100 | G 2.2564 | D 0.6472
  step   200 | G 2.3106 | D 0.4997
  step   300 | G 2.1765 | D 0.6730
  step   400 | G 1.7403 | D 0.7680
  step   500 | G 2.5423 | D 0.5562
  step   600 | G 2.4602 | D 0.8981
  step   700 | G 1.9908 | D 0.6739
  step   800 | G 2.0968 | D 0.6629
  step   900 | G 2.5629 | D 0.8065
  step  1000 | G 2.9459 | D 0.6175
  step  1100 | G 1.9558 | D 0.7232
  step  1200 | G 2.7100 | D 0.6838
  step  1300 | G 1.5666 | D 0.8121
  step  1400 | G 2.1131 | D 0.5562
  step  1500 | G 2.1110 | D 0.7587
Epoch 00052 | G Loss: 2.3506 | D Loss: 0.7286 | Time: 1614.89s
  step   100 | G 2.4087 | D 0.7426
  step   200 | G 2.3730 | D 0.5488
  step   300 | G 2.6430 | D 0.6175
  step   400 | G 2.0550 | D 0.6394
  step   500 | G 2.2301 | D 0.6143
  step   600 | G 1.5175 | D 1.1318
  step   700 | G 1.9597 | D 0.8124
  step   800 | G 2.2421 | D 0.6219
  step   900 | G 3.0134 | D 0.5115
  step  1000 | G 2.3572 | D 0.7345
  step  1100 | G 1.9701 | D 0.7373
  step  1200 | G 1.8574 | D 0.9443
  step  1300 | G 2.0517 | D 0.6422
  step  1400 | G 3.0081 | D 0.7698
  step  1500 | G 2.1190 | D 0.7902
Epoch 00053 | G Loss: 2.3669 | D Loss: 0.7202 | Time: 1608.21s
  step   100 | G 2.0123 | D 0.6155
  step   200 | G 3.4459 | D 0.7636
  step   300 | G 2.0084 | D 0.9509
  step   400 | G 2.4918 | D 0.6046
  step   500 | G 2.4749 | D 0.7793
  step   600 | G 2.5337 | D 0.5464
  step   700 | G 2.3985 | D 0.7156
  step   800 | G 1.4978 | D 0.7405
  step   900 | G 2.4613 | D 0.7349
  step  1000 | G 2.3117 | D 0.6389
  step  1100 | G 1.4818 | D 0.6117
  step  1200 | G 2.3039 | D 0.6566
  step  1300 | G 2.1518 | D 0.5491
  step  1400 | G 2.1373 | D 0.7495
  step  1500 | G 2.4891 | D 0.5926
Epoch 00054 | G Loss: 2.4216 | D Loss: 0.7117 | Time: 1625.72s
  step   100 | G 2.8620 | D 0.6675
  step   200 | G 2.6049 | D 0.6899
  step   300 | G 2.7426 | D 0.5663
  step   400 | G 2.6289 | D 0.6073
  step   500 | G 2.4262 | D 0.6611
  step   600 | G 3.5054 | D 0.6471
  step   700 | G 2.5885 | D 0.6104
  step   800 | G 2.3836 | D 0.6432
  step   900 | G 2.7228 | D 0.5273
  step  1000 | G 2.5461 | D 0.7833
  step  1100 | G 2.4897 | D 0.5990
  step  1200 | G 2.7456 | D 0.6772
